mql_id,first_contact_date,landing_page_id,origin,has_contact_date,seller_id,sdr_id,sr_id,won_date,business_segment,lead_type,lead_behaviour_profile,has_company,has_gtin,average_stock,business_type,declared_product_catalog_size,declared_monthly_revenue,converted,seller_city,seller_state,seller_zip_code_prefix,total_revenue,total_orders,total_items_sold,avg_item_price,avg_review_score,days_to_convert,contact_month,won_month,ltv_tier
119ce5d79e3c006a9e46967bff271cb2,,22c29808c4f815213303f8933030604c,organic_search,0,b494891378bd8f4560abe576c52deacd,b90f87164b5f8c2cfa5c8572834dbe3f,4ef15afb4b2723d8f3d81e51ec7afefe,2018-06-19 14:08:22,health_beauty,online_top,cat,,,,reseller,,0.0,1,sao paulo,SP,4160.0,2958.9,20.0,22.0,134.49545454545455,4.636363636363637,,,2018-06,high_ltv
0b97be8b4b408a3a0780a32e0a143a7f,,b76ef37428e6799c421989521c0e5077,unknown,0,7d13fca15225358621be4086e1eb0964,56bf83c4bb35763a51c2baab501b4c67,9ae085775a198122c5586fa830ff7f2b,2018-02-08 17:20:14,watches,online_big,unclassified,,,,reseller,,0.0,1,ribeirao preto,SP,14050.0,113628.97,565.0,578.0,196.58991349480968,4.001742160278746,,,2018-02,high_ltv
4151b0029636a1c55afcce9283ac7902,2018-05-02,22c29808c4f815213303f8933030604c,organic_search,1,e819bcfade7b5d88a27325eb6cfd62c5,068066e24f0c643eb1d089c7dd20cd73,9ae085775a198122c5586fa830ff7f2b,2018-02-12 13:18:13,home_decor,industry,unclassified,,,,manufacturer,,0.0,1,guarulhos,SP,7242.0,202.9,5.0,11.0,18.44545454545454,3.5454545454545454,-79.0,2018-05,2018-02,mid_ltv
fc4166d1b1e192f650ee2d807b54c943,,88740e65d5d6b056e0cda098e1ea6313,social,0,70c27847eca8195c983ed7e798c56743,fdb16d3cbbeb5798f2f66c4096be026d,4ef15afb4b2723d8f3d81e51ec7afefe,2018-02-08 20:57:44,pet,online_small,unclassified,,,,reseller,,0.0,1,rio de janeiro,RJ,20930.0,12077.52,77.0,98.0,123.24,4.204081632653061,,,2018-02,high_ltv
85e43237b3fb87d881c757f44f1b0357,,40dec9f3d5259a3d2dbcdab2114fae47,paid_search,0,556a6409838156ea299c9d1f9e2dde43,4b339f9567d060bcea4f5136b9f5949e,fbf4aef3f6915dc0c3c97d6812522f6a,2018-04-06 20:52:54,household_utilities,industry,shark,,,,reseller,,0.0,1,curitiba,PR,81200.0,1362.8,4.0,4.0,340.7,3.25,,,2018-04,high_ltv
9ce2e101957dc53e3e89cc8e1599aa60,2018-12-04,df99f969c517db441d373ae68b2955c9,paid_search,1,a4fc6eadaff1576af888509a53420f6a,09285259593c61296eef10c734121d5b,6565aa9ce3178a5caf6171827af3a9ba,2018-04-13 12:27:48,computers,online_beginner,cat,,,,reseller,,0.0,1,sao caetano do sul,SP,9561.0,100.86,1.0,1.0,100.86,3.0,-235.0,2018-12,2018-04,low_ltv
4bb1ec1ff58ad39558e8468054bfc469,,22c29808c4f815213303f8933030604c,organic_search,0,4fae87d32467e18eb46e4a76a0a0b9ce,9d12ef1a7eca3ec58c545c678af7869c,a8387c01a09e99ce014107505b92388c,2018-07-19 18:06:07,small_appliances,online_medium,cat,True,True,20-50,reseller,,0.0,1,ronda alta,RS,99670.0,100.9,1.0,1.0,100.9,5.0,,,2018-07,low_ltv
e428d5580f729d23e6070e43c492e424,,0b9430edcbf2d9a95148c806af2b6699,unknown,0,8b181ee5518df84f18f4e1a43fe07923,09285259593c61296eef10c734121d5b,de63de0d10a6012430098db33c679b0b,2018-04-25 03:00:00,health_beauty,online_medium,shark,,,,reseller,,0.0,1,goioere,SP,87360.0,27.9,1.0,1.0,27.9,5.0,,,2018-04,low_ltv
e3c91316d8f28b18d96869aebbb7c3ec,,0b9430edcbf2d9a95148c806af2b6699,organic_search,0,d594982fd877af63ace38ea1fca27c76,09285259593c61296eef10c734121d5b,fbf4aef3f6915dc0c3c97d6812522f6a,2018-06-05 17:20:34,audio_video_electronics,industry,wolf,,,,reseller,,0.0,1,sao paulo,SP,1031.0,217.04,7.0,7.0,31.005714285714284,4.428571428571429,,,2018-06,mid_ltv
b055fc7de322786cd9ddc996cb6e72ff,,22c29808c4f815213303f8933030604c,organic_search,0,398cb257329ef7af7f1943a8974a3cbc,a8387c01a09e99ce014107505b92388c,9ae085775a198122c5586fa830ff7f2b,2018-03-06 12:25:29,food_drink,online_medium,cat,,,,manufacturer,,0.0,1,salvador,BA,40285.0,145.9,1.0,1.0,145.9,5.0,,,2018-03,low_ltv
d955b97b28c2966211c9de2fe22fefbd,2018-04-01,a0fbc0263cb98bdb0d72b9f9f283a172,direct_traffic,1,26e2c91ef821e1ff8985f408788fe35b,4b339f9567d060bcea4f5136b9f5949e,6565aa9ce3178a5caf6171827af3a9ba,2018-02-06 15:46:14,bed_bath_table,online_beginner,unclassified,,,,manufacturer,,0.0,1,ibitinga,SP,14940.0,1649.4,12.0,14.0,117.81428571428572,3.0,-54.0,2018-04,2018-02,high_ltv
1d7cc0f1d0b54eac3609c5222246595b,,b76ef37428e6799c421989521c0e5077,unknown,0,dedcab67899479e4ea5dcc4eba47f587,56bf83c4bb35763a51c2baab501b4c67,d3d1e91a157ea7f90548eef82f1955e3,2018-05-15 18:05:25,car_accessories,online_medium,unclassified,,,,reseller,,0.0,1,jaragua do sul,SC,89258.0,84.0,2.0,2.0,42.0,4.5,,,2018-05,low_ltv
78f9eb91b8c7b3b3967fab18283ec614,2018-06-04,649b7b8b46b254497e92038d88f6ced8,social,1,ca4b77513ac2040591b0d8fae6958380,370c9f455f93a9a96cbe9bea48e70033,a8387c01a09e99ce014107505b92388c,2018-06-11 12:40:42,health_beauty,online_medium,cat,,,,reseller,,0.0,1,sando andre,SP,9190.0,1772.45,14.0,15.0,118.16333333333334,4.466666666666667,7.0,2018-06,2018-06,high_ltv
f72a53e19c3310188cedd074226312c9,,7fa6214d82e911d070f51ef79381b956,direct_traffic,0,6e4a902d1054e4e17aa6eab87fac1c75,34d40cdaf94010a1d05b0d6212f9e909,2695de1affa7750089c0455f8ce27021,2018-06-18 13:58:00,audio_video_electronics,offline,wolf,,,,reseller,,0.0,1,sorocaba,SP,18090.0,586.57,7.0,8.0,73.32125,4.25,,,2018-06,mid_ltv
d25814a309be54d1d2279a4ff921ea28,,88740e65d5d6b056e0cda098e1ea6313,social,0,2d42ebcda99fd55f6f4bc2f1ca035d50,4b339f9567d060bcea4f5136b9f5949e,9e4d1098a3b0f5da39b0bc48f9876645,2018-04-11 03:00:00,home_decor,online_big,cat,,,,reseller,,0.0,1,uruacu,GO,76400.0,921.5,10.0,11.0,83.77272727272727,4.0,,,2018-04,mid_ltv
e3ed7cb7b47e4079cb9fef895846b3e2,,58326e62183c14b0c03085c33b9fdc44,social,0,04843805947f0fc584fc1969b6e50fe7,9d12ef1a7eca3ec58c545c678af7869c,fbf4aef3f6915dc0c3c97d6812522f6a,2018-04-18 16:50:40,home_decor,online_big,cat,,,,manufacturer,,0.0,1,ivoti,RS,93900.0,1400.0,1.0,2.0,700.0,5.0,,,2018-04,high_ltv
7c9ac4388867d4cc3f1cf9c05ad7e944,2018-07-03,40dec9f3d5259a3d2dbcdab2114fae47,paid_search,1,751e274377499a8503fd6243ad9c56f6,9749123c950bf8363ace42cb1c2d0815,4ef15afb4b2723d8f3d81e51ec7afefe,2018-07-30 14:34:51,audio_video_electronics,online_big,cat,,,,reseller,,0.0,1,campinas,SP,13097.0,218.0,1.0,2.0,109.0,5.0,27.0,2018-07,2018-07,mid_ltv
014c073ef65e4a7ef73acd61cf606164,,b76ef37428e6799c421989521c0e5077,unknown,0,2646baaf662d4d92ac48f047e35db92d,9d12ef1a7eca3ec58c545c678af7869c,4ef15afb4b2723d8f3d81e51ec7afefe,2018-03-23 19:06:54,construction_tools_house_garden,online_medium,eagle,,,,reseller,,0.0,1,sao paulo,SP,3303.0,1263.05,15.0,18.0,70.16944444444444,4.555555555555555,,,2018-03,mid_ltv
3a91a097116d6c8b32d41e0c81dd1e9c,2018-05-04,f017be4dbf86243af5c1ebed0cff36a2,organic_search,1,e433f5fd4050e3352b5d83522b7fe24b,a8387c01a09e99ce014107505b92388c,9e4d1098a3b0f5da39b0bc48f9876645,2018-04-26 03:00:00,construction_tools_house_garden,online_medium,cat,,,,manufacturer,,0.0,1,arapongas,PR,86702.0,548.06,1.0,1.0,548.06,4.0,-8.0,2018-05,2018-04,mid_ltv
1c69de363482d0cbc9b6da97cb49757a,,22c29808c4f815213303f8933030604c,organic_search,0,dc64d75cc406bb0697be983831430e60,f42a2bd194f7802ab052a815c8de65b7,85fc447d336637ba1df43e793199fbc8,2018-04-30 21:13:36,audio_video_electronics,online_small,cat,,,,reseller,,0.0,1,belo horizonte,MG,31560.0,813.0,4.0,4.0,203.25,4.75,,,2018-04,mid_ltv
415ae4e297c08fd8790a5b1e1ba8482e,2018-11-04,22c29808c4f815213303f8933030604c,paid_search,1,08d1c9478fb0d7d7fcac9c0da4e82fc7,4b339f9567d060bcea4f5136b9f5949e,de63de0d10a6012430098db33c679b0b,2018-04-27 13:35:00,home_decor,online_medium,wolf,,,,manufacturer,,0.0,1,belo horizonte,MG,31110.0,538.0,1.0,1.0,538.0,5.0,-191.0,2018-11,2018-04,mid_ltv
f5da97d441cd42b0b26c10145b71a923,2018-11-04,b76ef37428e6799c421989521c0e5077,unknown,1,ee2fbacc2fc3794e656cc4d933d59ce7,9d12ef1a7eca3ec58c545c678af7869c,fbf4aef3f6915dc0c3c97d6812522f6a,2018-05-18 18:08:22,small_appliances,online_big,cat,,,,reseller,,0.0,1,sao paulo,SP,5061.0,464.97,2.0,3.0,154.99,4.333333333333333,-170.0,2018-11,2018-05,mid_ltv
682e8ae60182137d74d90ada9e0947d8,,2228a43ac0bc372e25f9569e69fc9015,paid_search,0,7fc87cc3e89b3d1d5cabdca32f8485aa,a8387c01a09e99ce014107505b92388c,4ef15afb4b2723d8f3d81e51ec7afefe,2018-02-27 19:19:47,home_office_furniture,offline,cat,,,,manufacturer,,0.0,1,guarulhos,SP,7123.0,2153.9,14.0,14.0,153.85,3.571428571428572,,,2018-02,high_ltv
009ff90f082aaa9fcd6e14caf65c7cc6,,4aab772aeb9833c170d8ea5413e02eac,paid_search,0,134285d1f41da5c13a756ee8142c8a4e,a8387c01a09e99ce014107505b92388c,9e4d1098a3b0f5da39b0bc48f9876645,2018-04-03 03:00:00,car_accessories,online_big,cat,,,,reseller,,0.0,1,sao paulo,SP,2523.0,1572.6999999999998,3.0,4.0,393.175,2.75,,,2018-04,high_ltv
29b97ecc5839e61efb7bdc25e979d8c6,2018-04-04,58326e62183c14b0c03085c33b9fdc44,social,1,e9e446d01bd10a97a8ffcfc4a3a20cb2,09285259593c61296eef10c734121d5b,d3d1e91a157ea7f90548eef82f1955e3,2018-04-27 16:11:57,health_beauty,online_medium,cat,,,,reseller,,0.0,1,sao paulo,SP,2261.0,60.05,4.0,4.0,15.0125,3.5,23.0,2018-04,2018-04,low_ltv
8d6be534a8bdd08e11efe57c6ce3dd21,2018-05-04,22c29808c4f815213303f8933030604c,organic_search,1,6061155addc1e54b4cfb51c1c2a32ad8,a8387c01a09e99ce014107505b92388c,2695de1affa7750089c0455f8ce27021,2018-04-27 20:44:40,pet,online_small,cat,,,,reseller,,0.0,1,campinas,SP,13043.0,15633.4,28.0,33.0,473.739393939394,4.714285714285714,-7.0,2018-05,2018-04,high_ltv
4979feabd6097fb6100fd36c3c32aae0,,1e884e3078d9978e216a027ecd57fb34,direct_traffic,0,bba8d0c234a52b87b3957037a215d1a4,56bf83c4bb35763a51c2baab501b4c67,c638112b43f1d1b86dcabb0da720c901,2018-02-22 21:07:50,home_decor,online_small,cat,,,,manufacturer,,0.0,1,goiania,GO,74343.0,120.0,1.0,1.0,120.0,5.0,,,2018-02,low_ltv
5985e72b3752e4749926885db1b45be4,,b76ef37428e6799c421989521c0e5077,unknown,0,044668ccd5316b12a7cf0d54a156e3e9,56bf83c4bb35763a51c2baab501b4c67,4ef15afb4b2723d8f3d81e51ec7afefe,2018-01-31 21:00:13,food_drink,offline,unclassified,,,,reseller,,0.0,1,osasco,SP,6016.0,137.8,3.0,4.0,34.45,5.0,,,2018-01,low_ltv
e5f15cc640c8a7408103dd190ced966c,2018-03-01,b76ef37428e6799c421989521c0e5077,unknown,1,30a81d8cf85fb2ada1b1b094c9583a95,068066e24f0c643eb1d089c7dd20cd73,4ef15afb4b2723d8f3d81e51ec7afefe,2018-01-19 16:51:28,pet,online_top,unclassified,,,,reseller,,0.0,1,sao paulo,SP,3563.0,1245.42,17.0,20.0,62.271,4.85,-41.0,2018-03,2018-01,mid_ltv
afac78e614dac1a1470030ea55c08eef,2018-06-02,22c29808c4f815213303f8933030604c,paid_search,1,0ddefe3c7a032b91f4e25b9c3a08fca1,de63de0d10a6012430098db33c679b0b,6565aa9ce3178a5caf6171827af3a9ba,2018-02-09 15:35:51,household_utilities,online_small,cat,,,,reseller,,0.0,1,sao bernardo do campo,SP,9721.0,402.9,9.0,10.0,40.29,4.5,-113.0,2018-06,2018-02,mid_ltv
496515dec2a1c280f145f6ccb34851fb,,3f3196b43b4af9aafbe878f6a1bbc7bd,unknown,0,6f835fd4be26989b1b064399da346143,09285259593c61296eef10c734121d5b,d3d1e91a157ea7f90548eef82f1955e3,2018-04-27 16:09:25,audio_video_electronics,online_medium,wolf,,,,reseller,,0.0,1,curitiba,PR,81280.0,197.8,2.0,2.0,98.9,5.0,,,2018-04,mid_ltv
17c77fd570aa86b74387fae66d9d4edd,2018-04-01,22c29808c4f815213303f8933030604c,unknown,1,3e35a8bb43569389d3cebef0ce820f69,de63de0d10a6012430098db33c679b0b,4ef15afb4b2723d8f3d81e51ec7afefe,2018-01-18 11:09:00,food_drink,industry,unclassified,,,,reseller,,0.0,1,sao paulo,SP,3124.0,55.8,1.0,2.0,27.9,5.0,-73.0,2018-04,2018-01,low_ltv
cc4ec90b270b9f1de8dc2d8864425252,,22c29808c4f815213303f8933030604c,email,0,a7d0f8dd44f57ef6de7f7f02e3d82630,b90f87164b5f8c2cfa5c8572834dbe3f,85fc447d336637ba1df43e793199fbc8,2018-04-27 21:38:40,health_beauty,online_medium,cat,,,,reseller,,0.0,1,sao paulo,SP,3225.0,73.78999999999999,2.0,2.0,36.895,4.5,,,2018-04,low_ltv
f0b314f185b80cf35d986e298db53fe3,,b76ef37428e6799c421989521c0e5077,unknown,0,a663d9c3797e90eac99ff60939416a56,34d40cdaf94010a1d05b0d6212f9e909,060c0a26f19f4d66b42e0d8796688490,2018-04-27 21:08:34,computers,online_beginner,cat,,,,reseller,,0.0,1,sao paulo,SP,3951.0,235.0,1.0,1.0,235.0,5.0,,,2018-04,mid_ltv
a82596c6fd3ed643b18a2a942eb6ddc9,,ce1a65abd0973638f1c887a6efcfa82d,paid_search,0,a213f1bd6458f4a158f3746cb2514559,de63de0d10a6012430098db33c679b0b,d3d1e91a157ea7f90548eef82f1955e3,2018-04-26 16:05:43,computers,online_beginner,unclassified,,,,reseller,,0.0,1,maringa,PR,87043.0,41.52,1.0,1.0,41.52,5.0,,,2018-04,low_ltv
36f6d5bde803873f6bffe9949f258935,,22c29808c4f815213303f8933030604c,direct_traffic,0,a56e351445e5863fc8960640ba9190c7,9e4d1098a3b0f5da39b0bc48f9876645,495d4e95a8cf8bbf8b432b612a2aa328,2018-02-26 20:02:10,home_decor,online_small,cat,,,,reseller,,0.0,1,itajai,SC,88306.0,760.9200000000001,3.0,4.0,190.23,4.25,,,2018-02,mid_ltv
2708ccf204c47df56b5469327e900581,2018-02-02,b76ef37428e6799c421989521c0e5077,unknown,1,fcdd820084f17e9982427971e4e9d47f,de63de0d10a6012430098db33c679b0b,4ef15afb4b2723d8f3d81e51ec7afefe,2018-02-15 17:38:42,household_utilities,online_big,unclassified,,,,manufacturer,,0.0,1,ribeirao preto,SP,14075.0,4783.99,16.0,27.0,177.1848148148148,3.259259259259259,13.0,2018-02,2018-02,high_ltv
44ebc4e28c99d8aeaead73b4b70cc5e9,,ce1a65abd0973638f1c887a6efcfa82d,paid_search,0,131fcb0a0c9a47bba4474aacff0f14b7,370c9f455f93a9a96cbe9bea48e70033,9e4d1098a3b0f5da39b0bc48f9876645,2018-04-20 03:00:00,home_appliances,online_medium,cat,,,,reseller,,0.0,1,sao paulo,SP,1201.0,369.8,4.0,4.0,92.45,4.0,,,2018-04,mid_ltv
62e44187d92348c552952aa4bf152e90,,fa5a0151e1f37d0055a3478fbb48827a,paid_search,0,3d5d0dc7073a299e31fa718ce1bc00b6,09285259593c61296eef10c734121d5b,4ef15afb4b2723d8f3d81e51ec7afefe,2018-05-07 16:42:08,health_beauty,online_medium,cat,,,,reseller,,0.0,1,rio de janeiro,RJ,22785.0,790.7,23.0,24.0,32.94583333333333,4.166666666666667,,,2018-05,mid_ltv
0f2ad81c100f7a6c7475bd26ceb76cbf,2018-12-02,a7982125ff7aa3b2054c6e44f9d28522,organic_search,1,3492e68f37fd1df87f4f2f2ea247f445,9e4d1098a3b0f5da39b0bc48f9876645,6565aa9ce3178a5caf6171827af3a9ba,2018-02-12 18:46:06,car_accessories,online_medium,cat,,,,reseller,,0.0,1,salto,SP,13322.0,787.86,8.0,9.0,87.54,3.555555555555556,-293.0,2018-12,2018-02,mid_ltv
cfccca319397a5ea2bb11bd90b0d925d,,5dc848e7dd9418dffe183215b8ff0bc1,paid_search,0,ba143b05f0110f0dc71ad71b4466ce92,370c9f455f93a9a96cbe9bea48e70033,9e4d1098a3b0f5da39b0bc48f9876645,2018-04-17 19:12:16,books,online_big,cat,,,,reseller,,0.0,1,sao paulo,SP,2274.0,6110.58,85.0,86.0,71.05325581395348,4.423529411764706,,,2018-04,high_ltv
1ab8d42d9e4a6b86010ac0a10c58fa86,,d1bad8bf984bd4d7ee08f814ca589897,paid_search,0,11fb6f6d341adbe19e81733701704635,f42a2bd194f7802ab052a815c8de65b7,9ae085775a198122c5586fa830ff7f2b,2018-06-15 21:32:52,home_decor,online_medium,wolf,,,,reseller,,0.0,1,sao paulo,SP,4133.0,1197.0,3.0,3.0,399.0,5.0,,,2018-06,mid_ltv
080261e4427a081fc6e637b654f590ee,2018-07-03,30077c17f2ec5010a82e37ad8925b95f,social,1,ade45994b717ccee333492330fbf037b,068066e24f0c643eb1d089c7dd20cd73,85fc447d336637ba1df43e793199fbc8,2018-03-14 12:18:20,audio_video_electronics,online_big,cat,,,,reseller,,0.0,1,umuarama,PR,87505.0,7196.0,10.0,10.0,719.6,4.5,-111.0,2018-07,2018-03,high_ltv
42e452a93e736373dd9281c113eff2b7,2018-12-05,22c29808c4f815213303f8933030604c,organic_search,1,da6a60cc8cc724fe51be021ff8be779c,0a0fb2b07d841f84fb6714e35c723075,495d4e95a8cf8bbf8b432b612a2aa328,2018-05-14 16:06:59,books,online_big,cat,,,,reseller,,0.0,1,sao pedro da aldeia,RJ,28941.0,728.79,12.0,13.0,56.060769230769225,4.769230769230769,-205.0,2018-12,2018-05,mid_ltv
bde34e7721e5a33091503ba45b3f8ea5,2018-06-03,ce1a65abd0973638f1c887a6efcfa82d,organic_search,1,a69aa24cec11168e7e39a3fbc727e925,4b339f9567d060bcea4f5136b9f5949e,495d4e95a8cf8bbf8b432b612a2aa328,2018-04-30 03:00:00,health_beauty,online_big,cat,,,,reseller,,0.0,1,carapicuiba,SP,6330.0,105.97,3.0,3.0,35.32333333333333,5.0,-34.0,2018-06,2018-04,low_ltv
ac68bc93ecc07d7daec8ce924ca09b0c,2018-07-05,b76ef37428e6799c421989521c0e5077,unknown,1,6025c79c035c3d772133b8b8238463b2,b90f87164b5f8c2cfa5c8572834dbe3f,56bf83c4bb35763a51c2baab501b4c67,2018-05-10 19:07:39,car_accessories,online_medium,wolf,,,,reseller,,0.0,1,pinhais/pr,PR,83327.0,989.74,2.0,4.0,247.435,5.0,-56.0,2018-07,2018-05,mid_ltv
cd46a0224c83d17b825ebc226df3479c,2018-07-03,40dec9f3d5259a3d2dbcdab2114fae47,paid_search,1,e1643dff33666ca629e3644c02738179,9e4d1098a3b0f5da39b0bc48f9876645,9ae085775a198122c5586fa830ff7f2b,2018-03-13 14:56:01,household_utilities,offline,eagle,,,,reseller,,0.0,1,sao paulo,SP,3182.0,170.0,3.0,3.0,56.66666666666666,4.333333333333333,-112.0,2018-07,2018-03,low_ltv
3cc3bc10218cf509ba24613cda41d940,,40dec9f3d5259a3d2dbcdab2114fae47,social,0,cc63f0dd2acba93ffed4fe9f8e0321fa,0a0fb2b07d841f84fb6714e35c723075,9e4d1098a3b0f5da39b0bc48f9876645,2018-04-24 03:00:00,home_office_furniture,online_beginner,eagle,,,,reseller,,0.0,1,sao jose do rio preto,SP,15025.0,7096.71,55.0,63.0,112.64619047619048,4.047619047619048,,,2018-04,high_ltv
b223756da60ed5012d1d302bc9f50f6e,,22c29808c4f815213303f8933030604c,organic_search,0,bb2afe2061d53c6968aa0cffa233a8ec,9e4d1098a3b0f5da39b0bc48f9876645,85fc447d336637ba1df43e793199fbc8,2018-04-06 17:56:04,sports_leisure,online_medium,cat,,,,reseller,,0.0,1,sao paulo,SP,4307.0,549.4,5.0,6.0,91.56666666666666,4.833333333333333,,,2018-04,mid_ltv
b30be338efa14f74a40949dbafd02b57,,58326e62183c14b0c03085c33b9fdc44,social,0,c8cc60ffd415254af5d9b9f34f32c369,068066e24f0c643eb1d089c7dd20cd73,fbf4aef3f6915dc0c3c97d6812522f6a,2018-04-30 20:23:10,pet,online_medium,cat,,,,reseller,,0.0,1,sorocaba,SP,18053.0,722.2,8.0,9.0,80.24444444444445,4.666666666666667,,,2018-04,mid_ltv
8551ef0d517bfc756cb31e0477ac4adc,2018-11-05,fa6f59a21825d841e307151460fb0302,paid_search,1,c1849d4d32d7a6cecd5aa471809d3135,b90f87164b5f8c2cfa5c8572834dbe3f,4ef15afb4b2723d8f3d81e51ec7afefe,2018-05-18 12:47:49,party,offline,cat,,,,manufacturer,,0.0,1,santo andre,SP,9070.0,388.98,3.0,3.0,129.66,4.333333333333333,-171.0,2018-11,2018-05,mid_ltv
d6e0ddfc5b05597877a7d5036789a3a1,,22c29808c4f815213303f8933030604c,direct_traffic,0,4125d9385a25e82d2f72d3a0fd55bc3f,a8387c01a09e99ce014107505b92388c,9e4d1098a3b0f5da39b0bc48f9876645,2018-04-05 15:06:11,home_decor,online_medium,cat,,,,reseller,,0.0,1,santos,SP,11065.0,42.9,1.0,1.0,42.9,5.0,,,2018-04,low_ltv
